English_City,Arabic_City,Date,Number of Transactions,Value of Transactions,location_latitude,location_longitude
OTHER,المدن الأخرى,28 Jun - 4 Jul,20581,3119201,25.0,45.0
OTHER,المدن الأخرى,"27 Dec,20  -  02 Jan,21",29187,3043409,25.0,45.0
OTHER,المدن الأخرى,"13 Jun,21  -  19 Jun,21",32522,2438297,25.0,45.0
OTHER,المدن الأخرى,"23 May,21  -  29 May,21",33398,2823418,25.0,45.0
OTHER,المدن الأخرى,20 - 26 Sep,20926,2093214,25.0,45.0
OTHER,المدن الأخرى,20 Dec - 26 Dec,22921,2086005,25.0,45.0
OTHER,المدن الأخرى,"10 Jan,21  -  16 Jan,21",26205,2251615,25.0,45.0
OTHER,المدن الأخرى,06 - 12 Sep,21329,2030225,25.0,45.0
OTHER,المدن الأخرى,"25 Apr,21  -  01 May,21",31071,3189342,25.0,45.0
OTHER,المدن الأخرى,"29 Aug,21  -  04 Sep,21",39062,2979323,25.0,45.0
OTHER,المدن الأخرى,18 Oct - 24 Oct,20493,1861733,25.0,45.0
OTHER,المدن الأخرى,"14 Mar,21  -  20 Mar,21",28128,2390765,25.0,45.0
OTHER,المدن الأخرى,"11 Apr,21  -  17 Apr,21",27620,2444689,25.0,45.0
OTHER,المدن الأخرى,"31 Jan,21  -  06 Feb,21",26971,2404915,25.0,45.0
OTHER,المدن الأخرى,"03 Oct,21  -  09 Oct,21",39173,2736624,25.0,45.0
OTHER,المدن الأخرى,22 Nov - 28 Nov,24489,2472722,25.0,45.0
OTHER,المدن الأخرى,"26 Sep,21  -  02 Oct,21",42070,3417435,25.0,45.0
OTHER,المدن الأخرى,"22 Aug,21  -  28 Aug,21",38899,3180118,25.0,45.0
OTHER,المدن الأخرى,7 - 13 Jun,16585,2330576,25.0,45.0
OTHER,المدن الأخرى,13 - 19 Sep,20167,1879326,25.0,45.0
OTHER,المدن الأخرى,"20 Jun,21  -  26 Jun,21",32315,2472952,25.0,45.0
OTHER,المدن الأخرى,"14 Feb,21  -  20 Feb,21",25023,2071085,25.0,45.0
OTHER,المدن الأخرى,"06 Jun,21  -  12 Jun,21",34620,2650394,25.0,45.0
OTHER,المدن الأخرى,12 - 18 Jul,18351,1866700,25.0,45.0
OTHER,المدن الأخرى,15 Nov - 21 Nov,22117,1988710,25.0,45.0
OTHER,المدن الأخرى,"24 Jan,21  -  30 Jan,21",27794,2702006,25.0,45.0
OTHER,المدن الأخرى,"30 May,21  -  05 Jun,21",34901,2823420,25.0,45.0
OTHER,المدن الأخرى,08 Nov - 14 Nov,23298,2081534,25.0,45.0
OTHER,المدن الأخرى,"04 Apr,21  -  10 Apr,21",31285,2875626,25.0,45.0
OTHER,المدن الأخرى,19 - 25 Jul,18591,1948698,25.0,45.0
OTHER,المدن الأخرى,"16 May,21  -  22 May,21",28750,2149327,25.0,45.0
OTHER,المدن الأخرى,31 May - 6 Jun,16865,2468718,25.0,45.0
OTHER,المدن الأخرى,"09 May,21  -  15 May,21",33374,2708416,25.0,45.0
OTHER,المدن الأخرى,"18 Apr,21  -  24 Apr,21",23936,2064499,25.0,45.0
OTHER,المدن الأخرى,"25 Jul,21  -  31 Jul,21",39431,3178665,25.0,45.0
OTHER,المدن الأخرى,04 - 10 Oct,21813,2029561,25.0,45.0
OTHER,المدن الأخرى,30 Aug - 05 Sep,21971,2314677,25.0,45.0
OTHER,المدن الأخرى,27 Sep - 03 Oct,24059,2601637,25.0,45.0
OTHER,المدن الأخرى,23 - 29 Aug,20580,2324951,25.0,45.0
OTHER,المدن الأخرى,"27 Jun,21  -  03 Jul,21",38943,3335339,25.0,45.0
OTHER,المدن الأخرى,"18 Jul,21  -  24 Jul,21",32937,2128412,25.0,45.0
OTHER,المدن الأخرى,29 Nov - 05 Dec,25636,2497542,25.0,45.0
OTHER,المدن الأخرى,26 Jul - 1 Aug,24261,2686033,25.0,45.0
OTHER,المدن الأخرى,"07 Mar,21  -  13 Mar,21",28944,2441557,25.0,45.0
OTHER,المدن الأخرى,20 - 27 Jun,17553,2701811,25.0,45.0
OTHER,المدن الأخرى,"08 Aug,21  -  14 Aug,21",37173,2664068,25.0,45.0
OTHER,المدن الأخرى,13 Dec - 19 Dec,23237,2053773,25.0,45.0
OTHER,المدن الأخرى,"28 Feb,21  -  06 Mar,21",30651,2991442,25.0,45.0
OTHER,المدن الأخرى,"05 Sep,21  -  11 Sep,21",38603,2686301,25.0,45.0
OTHER,المدن الأخرى,14 - 20 Jun,15876,2286572,25.0,45.0
OTHER,المدن الأخرى,11 Oct - 17 Oct,21640,1920379,25.0,45.0
OTHER,المدن الأخرى,"21 Mar,21  -  27 Mar,21",28217,2507583,25.0,45.0
OTHER,المدن الأخرى,02 - 08 Aug,19802,1860455,25.0,45.0
OTHER,المدن الأخرى,"03 Jan,21  -  09 Jan,21",25832,2311934,25.0,45.0
OTHER,المدن الأخرى,"21 Feb,21  -  27 Feb,21",24565,2103304,25.0,45.0
OTHER,المدن الأخرى,5 - 11 Jul,19234,1959655,25.0,45.0
TABOUK,تبوك,09 - 15 Aug,1179,108544,28.4012536,36.567049
TABOUK,تبوك,09 - 15 Aug,1179,108544,28.4012536,36.567049
TABOUK,تبوك,28 Jun - 4 Jul,1349,198525,28.4012536,36.567049
TABOUK,تبوك,20 - 26 Sep,1351,128695,28.4012536,36.567049
TABOUK,تبوك,06 - 12 Sep,1415,131585,28.4012536,36.567049
TABOUK,تبوك,7 - 13 Jun,1083,136970,28.4012536,36.567049
TABOUK,تبوك,13 - 19 Sep,1335,119693,28.4012536,36.567049
TABOUK,تبوك,12 - 18 Jul,1133,112579,28.4012536,36.567049
TABOUK,تبوك,31 May - 6 Jun,1113,149848,28.4012536,36.567049
TABOUK,تبوك,04 - 10 Oct,1448,127538,28.4012536,36.567049
TABOUK,تبوك,30 Aug - 05 Sep,1461,153921,28.4012536,36.567049
TABOUK,تبوك,27 Sep - 03 Oct,1685,181001,28.4012536,36.567049
TABOUK,تبوك,23 - 29 Aug,1372,159928,28.4012536,36.567049
TABOUK,تبوك,26 Jul - 1 Aug,1399,153868,28.4012536,36.567049
TABOUK,تبوك,20 - 27 Jun,1094,158121,28.4012536,36.567049
TABOUK,تبوك,14 - 20 Jun,1014,131195,28.4012536,36.567049
TABOUK,تبوك,02 - 08 Aug,1023,92867,28.4012536,36.567049
TABOUK,تبوك,5 - 11 Jul,1198,117324,28.4012536,36.567049
